Group ID,URL,Title,H1,Meta Description
REPORT DESCRIPTION,"FULL DUPLICATES REPORT: Pages where Title, Meta Description, AND H1 are identical",,,
,,,,
6,https://www.kay.com/previously-owned-diamond-wedding-band-14-ct-tw-roundcut-14k-white-gold/p/V-884676002,Previously Owned Diamond Wedding Band 1/4 ct tw Round-cut 14K White Gold | Kay,Previously Owned Diamond Wedding Band 1/4 ct tw Round-cut 14K White Gold,A row of channel-set round diamonds graces the center of this beautiful 14K white gold wedding band for her. Textured edges complete the look. The ring has a total diamond weight of 1/4 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
6,https://www.kay.com/previously-owned-diamond-wedding-band-14-ct-tw-roundcut-14k-white-gold/p/V-884260403,Previously Owned Diamond Wedding Band 1/4 ct tw Round-cut 14K White Gold | Kay,Previously Owned Diamond Wedding Band 1/4 ct tw Round-cut 14K White Gold,A row of channel-set round diamonds graces the center of this beautiful 14K white gold wedding band for her. Textured edges complete the look. The ring has a total diamond weight of 1/4 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
7,https://www.kay.com/hallmark-diamonds-promise-ring-15-ct-tw-sterling-silver-10k-rose-gold/p/V-581074200,Hallmark Diamonds Promise Ring 1/5 ct tw Sterling Silver & 10K Rose Gold | Kay,Hallmark Diamonds Promise Ring 1/5 ct tw Sterling Silver & 10K Rose Gold,"This elegant and irresistible promise ring for her showcases a glittering, oval-shaped array of round-cut diamonds. More round diamonds halo the multi-diamond center and sparkle on the sterling silver band, which is embellished by swirling ribbons of romantic 10K rose gold. The ring has a total diamond weight of 1/5 carat. Each piece from the Hallmark Diamonds Moments collection comes with a small sentiment card for a personalized message. © HMK. LIC."
7,https://www.kay.com/hallmark-diamonds-promise-ring-15-ct-tw-sterling-silver-10k-rose-gold/p/V-581467204,Hallmark Diamonds Promise Ring 1/5 ct tw Sterling Silver & 10K Rose Gold | Kay,Hallmark Diamonds Promise Ring 1/5 ct tw Sterling Silver & 10K Rose Gold,"This elegant and irresistible promise ring for her showcases a glittering, oval-shaped array of round-cut diamonds. More round diamonds halo the multi-diamond center and sparkle on the sterling silver band, which is embellished by swirling ribbons of romantic 10K rose gold. The ring has a total diamond weight of 1/5 carat. Each piece from the Hallmark Diamonds Moments collection comes with a small sentiment card for a personalized message. © HMK. LIC."
8,https://www.kay.com/previously-owned-marquisecut-diamond-bridal-set-1-ct-tw-14k-yellow-gold-size-7/p/V-887073005,Previously Owned Marquise-Cut Diamond Bridal Set 1 ct tw 14K Yellow Gold Size 7 | Kay,Previously Owned Marquise-Cut Diamond Bridal Set 1 ct tw 14K Yellow Gold Size 7,"Sweep her off her feet with this modern bypass diamond bridal set.<br><br /><ul><li>14K yellow gold</li><li>Gleaming with a 1/4-carat marquise-cut center diamond</li><li>Round-cut diamonds create a bypass design, sparkling in trios above and below</li><li>Total diamond weight is 1 carat</li><li>Soldered together as a complete set; rings are not sold separately</li><li>Size 7</li><li>Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.</li></ul>"
8,https://www.kay.com/previously-owned-marquisecut-diamond-bridal-set-1-ct-tw-14k-yellow-gold-size-7/p/V-887001105,Previously Owned Marquise-Cut Diamond Bridal Set 1 ct tw 14K Yellow Gold Size 7 | Kay,Previously Owned Marquise-Cut Diamond Bridal Set 1 ct tw 14K Yellow Gold Size 7,"Sweep her off her feet with this modern bypass diamond bridal set.<br><br /><ul><li>14K yellow gold</li><li>Gleaming with a 1/4-carat marquise-cut center diamond</li><li>Round-cut diamonds create a bypass design, sparkling in trios above and below</li><li>Total diamond weight is 1 carat</li><li>Soldered together as a complete set; rings are not sold separately</li><li>Size 7</li><li>Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.</li></ul>"
9,https://www.kay.com/le-vian-ruby-diamond-stacking-ring-16-ct-tw-14k-strawberry-gold/p/V-910468901,Le Vian Ruby & Diamond Stacking Ring 1/6 ct tw 14K Strawberry Gold | Kay,Le Vian Ruby & Diamond Stacking Ring 1/6 ct tw 14K Strawberry Gold,"Sweeten your finger stack with this luscious ruby and diamond ring from Le Vian®.<br><br /><ul><li>14K Strawberry Gold®</li><li>Duos of Passion Ruby™ gemstones and Nude Diamonds™create a decadent display</li><li>Milgrain accents edge the scalloped silhouette</li><li>Total diamond weight is 1/6 carat</li><li>Le Vian®. Discover the Legend.</li><li>This ring is available in limited sizes; if you don't see your size here, please visit a store to order your ring</li></ul>"
9,https://www.kay.com/le-vian-ruby-diamond-stacking-ring-16-ct-tw-14k-strawberry-gold/p/V-910392404,Le Vian Ruby & Diamond Stacking Ring 1/6 ct tw 14K Strawberry Gold | Kay,Le Vian Ruby & Diamond Stacking Ring 1/6 ct tw 14K Strawberry Gold,"Sweeten your finger stack with this luscious ruby and diamond ring from Le Vian®.<br><br /><ul><li>14K Strawberry Gold®</li><li>Duos of Passion Ruby™ gemstones and Nude Diamonds™create a decadent display</li><li>Milgrain accents edge the scalloped silhouette</li><li>Total diamond weight is 1/6 carat</li><li>Le Vian®. Discover the Legend.</li><li>This ring is available in limited sizes; if you don't see your size here, please visit a store to order your ring</li></ul>"
10,https://www.kay.com/neil-lane-diamond-wedding-band-14-ct-tw-14k-white-gold/p/V-590417729,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold | Kay,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold,This diamond wedding band from the Neil Lane Bridal® collection is designed to perfectly complete her bridal set.<br><br /><ul><li>14K white gold</li><li>Round-cut diamonds and milgrain accents line the dainty ring</li><li>Total diamond weight is 1/4 carat</li><li>Neil Lane Bridal® engagement ring sold separately</li></ul>
10,https://www.kay.com/neil-lane-diamond-wedding-band-14-ct-tw-14k-white-gold/p/V-351047624,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold | Kay,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold,This diamond wedding band from the Neil Lane Bridal® collection is designed to perfectly complete her bridal set.<br><br /><ul><li>14K white gold</li><li>Round-cut diamonds and milgrain accents line the dainty ring</li><li>Total diamond weight is 1/4 carat</li><li>Neil Lane Bridal® engagement ring sold separately</li></ul>
10,https://www.kay.com/neil-lane-diamond-wedding-band-14-ct-tw-14k-white-gold/p/V-940727225,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold | Kay,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold,This diamond wedding band from the Neil Lane Bridal® collection is designed to perfectly complete her bridal set.<br><br /><ul><li>14K white gold</li><li>Round-cut diamonds and milgrain accents line the dainty ring</li><li>Total diamond weight is 1/4 carat</li><li>Neil Lane Bridal® engagement ring sold separately</li></ul>
10,https://www.kay.com/neil-lane-diamond-wedding-band-14-ct-tw-14k-white-gold/p/V-122294224,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold | Kay,Neil Lane Diamond Wedding Band 1/4 ct tw 14K White Gold,This diamond wedding band from the Neil Lane Bridal® collection is designed to perfectly complete her bridal set.<br><br /><ul><li>14K white gold</li><li>Round-cut diamonds and milgrain accents line the dainty ring</li><li>Total diamond weight is 1/4 carat</li><li>Neil Lane Bridal® engagement ring sold separately</li></ul>
11,https://www.kay.com/previously-owned-diamond-necklace-sterling-silver/p/V-881413001,Previously Owned Diamond Necklace Sterling Silver | Kay,Previously Owned Diamond Necklace Sterling Silver,A sterling silver angel wing frames the diamond-adorned open heart design in this charming necklace for her. The pendant has a total diamond weight of 1/20 carat and suspends from an 18-inch box chain that is secured with a lobster clasp. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-necklace-sterling-silver/p/V-881541609,Previously Owned Diamond Necklace Sterling Silver | Kay,Previously Owned Diamond Necklace Sterling Silver,A sterling silver angel wing frames the diamond-adorned open heart design in this charming necklace for her. The pendant has a total diamond weight of 1/20 carat and suspends from an 18-inch box chain that is secured with a lobster clasp. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
12,https://www.kay.com/solid-cable-chain-necklace-14k-white-gold-16/p/V-713524700,"Solid Cable Chain Necklace 14K White Gold 16"" | Kay","Solid Cable Chain Necklace 14K White Gold 16""",This classic solid cable chain necklace is styled in 14K white gold. The 16-inch necklace secures with a spring ring clasp.
12,https://www.kay.com/solid-cable-chain-necklace-14k-white-gold-16/p/V-713525400,"Solid Cable Chain Necklace 14K White Gold 16"" | Kay","Solid Cable Chain Necklace 14K White Gold 16""",This classic solid cable chain necklace is styled in 14K white gold. The 16-inch necklace secures with a spring ring clasp.
12,https://www.kay.com/solid-cable-chain-necklace-14k-white-gold-16/p/V-713526806,"Solid Cable Chain Necklace 14K White Gold 16"" | Kay","Solid Cable Chain Necklace 14K White Gold 16""",This classic solid cable chain necklace is styled in 14K white gold. The 16-inch necklace secures with a spring ring clasp.
13,https://www.kay.com/solid-cable-chain-necklace-14k-yellow-gold-16/p/V-713525905,"Solid Cable Chain Necklace 14K Yellow Gold 16"" | Kay","Solid Cable Chain Necklace 14K Yellow Gold 16""",This classic solid cable chain necklace is styled in 14K yellow gold. The 16-inch necklace secures with a spring ring clasp.
13,https://www.kay.com/solid-cable-chain-necklace-14k-yellow-gold-16/p/V-713526503,"Solid Cable Chain Necklace 14K Yellow Gold 16"" | Kay","Solid Cable Chain Necklace 14K Yellow Gold 16""",This classic solid cable chain necklace is styled in 14K yellow gold. The 16-inch necklace secures with a spring ring clasp.
14,https://www.kay.com/solid-cable-chain-necklace-14k-white-gold-18/p/V-713545604,"Solid Cable Chain Necklace 14K White Gold 18"" | Kay","Solid Cable Chain Necklace 14K White Gold 18""",This intricate solid cable chain necklace is styled in 14K white gold. The 18-inch necklace secures with a lobster clasp.
14,https://www.kay.com/solid-cable-chain-necklace-14k-white-gold-18/p/V-713544803,"Solid Cable Chain Necklace 14K White Gold 18"" | Kay","Solid Cable Chain Necklace 14K White Gold 18""",This intricate solid cable chain necklace is styled in 14K white gold. The 18-inch necklace secures with a lobster clasp.
14,https://www.kay.com/solid-cable-chain-necklace-14k-white-gold-18/p/V-713544308,"Solid Cable Chain Necklace 14K White Gold 18"" | Kay","Solid Cable Chain Necklace 14K White Gold 18""",This intricate solid cable chain necklace is styled in 14K white gold. The 18-inch necklace secures with a lobster clasp.
15,https://www.kay.com/previously-owned-diamond-wedding-band-14-ct-tw-10k-rose-gold/p/V-882948007,Previously Owned Diamond Wedding Band 1/4 ct tw 10K Rose Gold | Kay,Previously Owned Diamond Wedding Band 1/4 ct tw 10K Rose Gold,A row of twinkling round diamonds lines a band of 10K rose gold in this enchanting wedding bnad for her. The ring has a total diamond weight of 1/4 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
15,https://www.kay.com/previously-owned-diamond-wedding-band-14-ct-tw-10k-rose-gold/p/V-885035206,Previously Owned Diamond Wedding Band 1/4 ct tw 10K Rose Gold | Kay,Previously Owned Diamond Wedding Band 1/4 ct tw 10K Rose Gold,A row of twinkling round diamonds lines a band of 10K rose gold in this enchanting wedding bnad for her. The ring has a total diamond weight of 1/4 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
16,https://www.kay.com/diamond-anniversary-ring-16-ct-tw-10k-yellow-gold/p/V-533537003,Diamond Anniversary Ring 1/6 ct tw 10K Yellow Gold | Kay,Diamond Anniversary Ring 1/6 ct tw 10K Yellow Gold,From the Now & Forever® bridal collection comes this classic-looking diamond anniversary ring for her. Twists of elegant 10K yellow gold intertwine with round diamonds for a total diamond weight of 1/6 carat.
16,https://www.kay.com/diamond-anniversary-ring-16-ct-tw-10k-yellow-gold/p/V-533409102,Diamond Anniversary Ring 1/6 ct tw 10K Yellow Gold | Kay,Diamond Anniversary Ring 1/6 ct tw 10K Yellow Gold,From the Now & Forever® bridal collection comes this classic-looking diamond anniversary ring for her. Twists of elegant 10K yellow gold intertwine with round diamonds for a total diamond weight of 1/6 carat.
17,https://www.kay.com/previously-owned-mens-band-1-ct-tw-roundcut-diamonds-10k-white-gold-size-7/p/V-882610405,Previously Owned Men's Band 1 ct tw Round-cut Diamonds 10K White Gold - Size 7 | Kay,Previously Owned Men's Band 1 ct tw Round-cut Diamonds 10K White Gold - Size 7,Sections of round diamonds enliven this handsome 10K white gold men's band. The ring has a total diamond weight of 1 carat. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
17,https://www.kay.com/previously-owned-mens-band-1-ct-tw-roundcut-diamonds-10k-white-gold-size-7/p/V-883522207,Previously Owned Men's Band 1 ct tw Round-cut Diamonds 10K White Gold - Size 7 | Kay,Previously Owned Men's Band 1 ct tw Round-cut Diamonds 10K White Gold - Size 7,Sections of round diamonds enliven this handsome 10K white gold men's band. The ring has a total diamond weight of 1 carat. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
18,https://www.kay.com/previously-owned-diamond-wedding-band-38-ct-tw-roundcut-14k-white-gold/p/V-882927609,Previously Owned Diamond Wedding Band 3/8 ct tw Round-cut 14K White Gold | Kay,Previously Owned Diamond Wedding Band 3/8 ct tw Round-cut 14K White Gold,"Shimmering with round diamonds totaling 3/8 carat in weight, this pretty 14K white gold wedding band is shaped to fit alongside her matching engagement ring (sold separately). Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
18,https://www.kay.com/previously-owned-diamond-wedding-band-38-ct-tw-roundcut-14k-white-gold/p/V-884969205,Previously Owned Diamond Wedding Band 3/8 ct tw Round-cut 14K White Gold | Kay,Previously Owned Diamond Wedding Band 3/8 ct tw Round-cut 14K White Gold,"Shimmering with round diamonds totaling 3/8 carat in weight, this pretty 14K white gold wedding band is shaped to fit alongside her matching engagement ring (sold separately). Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
19,https://www.kay.com/previously-owned-mens-diamond-wedding-band-2-ct-tw-roundcut-10k-yellow-gold/p/V-884988205,Previously Owned Men's Diamond Wedding Band 2 ct tw Round-cut 10K Yellow Gold | Kay,Previously Owned Men's Diamond Wedding Band 2 ct tw Round-cut 10K Yellow Gold,This stunning 10K yellow gold men's wedding band features five dazzling round-cut diamonds set in a rhodium flash. The ring has a total diamond weight of 2 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
19,https://www.kay.com/previously-owned-mens-diamond-wedding-band-2-ct-tw-roundcut-10k-yellow-gold/p/V-885575605,Previously Owned Men's Diamond Wedding Band 2 ct tw Round-cut 10K Yellow Gold | Kay,Previously Owned Men's Diamond Wedding Band 2 ct tw Round-cut 10K Yellow Gold,This stunning 10K yellow gold men's wedding band features five dazzling round-cut diamonds set in a rhodium flash. The ring has a total diamond weight of 2 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
20,https://www.kay.com/previously-owned-diamond-enhancer-ring-1-ct-tw-roundcut-14k-white-gold/p/V-884994500,Previously Owned Diamond Enhancer Ring 1 ct tw Round-cut 14K White Gold | Kay,Previously Owned Diamond Enhancer Ring 1 ct tw Round-cut 14K White Gold,"This brilliant women's enhancer ring is the perfect complement to her matching solitaire engagement ring (sold separately). Ideal for a wedding band or anniversary gift, the ring is crafted of 14K white gold and shimmers with round diamonds above and below. The ring has a total diamond weight of 1 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
20,https://www.kay.com/previously-owned-diamond-enhancer-ring-1-ct-tw-roundcut-14k-white-gold/p/V-884996101,Previously Owned Diamond Enhancer Ring 1 ct tw Round-cut 14K White Gold | Kay,Previously Owned Diamond Enhancer Ring 1 ct tw Round-cut 14K White Gold,"This brilliant women's enhancer ring is the perfect complement to her matching solitaire engagement ring (sold separately). Ideal for a wedding band or anniversary gift, the ring is crafted of 14K white gold and shimmers with round diamonds above and below. The ring has a total diamond weight of 1 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
21,https://www.kay.com/filigree-earrings-sterling-silver/p/V-503411706,Filigree Earrings Sterling Silver | Kay,Filigree Earrings Sterling Silver,Loops of gorgeous sterling silver frame beautiful filigree patterns in these fashion jewelry earrings. Each earring is secured with a euro wire back.
21,https://www.kay.com/filigree-earrings-sterling-silver/p/V-504800905,Filigree Earrings Sterling Silver | Kay,Filigree Earrings Sterling Silver,Loops of gorgeous sterling silver frame beautiful filigree patterns in these fashion jewelry earrings. Each earring is secured with a euro wire back.
22,https://www.kay.com/citrine-quincea%C3%B1era-birthstone-necklace-10k-white-gold-18/p/V-548493701,"Citrine Quinceañera Birthstone Necklace 10K White Gold 18"" | Kay","Citrine Quinceañera Birthstone Necklace 10K White Gold 18""","Make her November birthday even more memorable with this celebratory Quinceañera necklace. Crafted in 10K white gold, the number 15 shines within a halo of bright round citrines. The pendant sways from an 18-inch cable chain that secures with a spring-ring clasp."
22,https://www.kay.com/citrine-quincea%25C3%25B1era-birthstone-necklace-10k-white-gold-18/p/V-548493701,"Citrine Quinceañera Birthstone Necklace 10K White Gold 18"" | Kay","Citrine Quinceañera Birthstone Necklace 10K White Gold 18""","Make her November birthday even more memorable with this celebratory Quinceañera necklace. Crafted in 10K white gold, the number 15 shines within a halo of bright round citrines. The pendant sways from an 18-inch cable chain that secures with a spring-ring clasp."
23,https://www.kay.com/citrine-quincea%C3%B1era-birthstone-necklace-10k-yellow-gold-18/p/V-548494374,"Citrine Quinceañera Birthstone Necklace 10K Yellow Gold 18"" | Kay","Citrine Quinceañera Birthstone Necklace 10K Yellow Gold 18""","Make her November birthday even more memorable with this celebratory Quinceañera necklace. Crafted in 10K yellow gold, the number 15 shines within a halo of bright round citrines. The pendant sways from an 18-inch cable chain that secures with a spring-ring clasp."
23,https://www.kay.com/citrine-quincea%25C3%25B1era-birthstone-necklace-10k-yellow-gold-18/p/V-548494374,"Citrine Quinceañera Birthstone Necklace 10K Yellow Gold 18"" | Kay","Citrine Quinceañera Birthstone Necklace 10K Yellow Gold 18""","Make her November birthday even more memorable with this celebratory Quinceañera necklace. Crafted in 10K yellow gold, the number 15 shines within a halo of bright round citrines. The pendant sways from an 18-inch cable chain that secures with a spring-ring clasp."
24,https://www.kay.com/citrine-quincea%C3%B1era-birthstone-necklace-10k-rose-gold-18/p/V-548495377,"Citrine Quinceañera Birthstone Necklace 10K Rose Gold 18"" | Kay","Citrine Quinceañera Birthstone Necklace 10K Rose Gold 18""","Make her November birthday even more memorable with this celebratory Quinceañera necklace. Crafted in 10K rose gold, the number 15 shines within a halo of bright round citrines. The pendant sways from an 18-inch cable chain that secures with a spring-ring clasp."
24,https://www.kay.com/citrine-quincea%25C3%25B1era-birthstone-necklace-10k-rose-gold-18/p/V-548495377,"Citrine Quinceañera Birthstone Necklace 10K Rose Gold 18"" | Kay","Citrine Quinceañera Birthstone Necklace 10K Rose Gold 18""","Make her November birthday even more memorable with this celebratory Quinceañera necklace. Crafted in 10K rose gold, the number 15 shines within a halo of bright round citrines. The pendant sways from an 18-inch cable chain that secures with a spring-ring clasp."
25,https://www.kay.com/previously-owned-diamond-wedding-band-18-ct-tw-roundcut-14k-rose-gold/p/V-885515609,Previously Owned Diamond Wedding Band 1/8 ct tw Round-cut 14K Rose Gold | Kay,Previously Owned Diamond Wedding Band 1/8 ct tw Round-cut 14K Rose Gold,"With a sparkling chevron of round diamonds, this beautiful wedding band is the perfect complement to her matching engagement ring (sold separately). The 14K rose gold ring has a total diamond weight of 1/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
25,https://www.kay.com/previously-owned-diamond-wedding-band-18-ct-tw-roundcut-14k-rose-gold/p/V-885189504,Previously Owned Diamond Wedding Band 1/8 ct tw Round-cut 14K Rose Gold | Kay,Previously Owned Diamond Wedding Band 1/8 ct tw Round-cut 14K Rose Gold,"With a sparkling chevron of round diamonds, this beautiful wedding band is the perfect complement to her matching engagement ring (sold separately). The 14K rose gold ring has a total diamond weight of 1/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
25,https://www.kay.com/previously-owned-diamond-wedding-band-18-ct-tw-roundcut-14k-rose-gold/p/V-885089108,Previously Owned Diamond Wedding Band 1/8 ct tw Round-cut 14K Rose Gold | Kay,Previously Owned Diamond Wedding Band 1/8 ct tw Round-cut 14K Rose Gold,"With a sparkling chevron of round diamonds, this beautiful wedding band is the perfect complement to her matching engagement ring (sold separately). The 14K rose gold ring has a total diamond weight of 1/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
26,https://www.kay.com/previously-owned-diamond-wedding-band-13-ct-tw-princesscut-14k-white-gold/p/V-885178107,Previously Owned Diamond Wedding Band 1/3 ct tw Princess-cut 14K White Gold | Kay,Previously Owned Diamond Wedding Band 1/3 ct tw Princess-cut 14K White Gold,This classic diamond wedding band for her features a row of sparkling princess-cut diamonds channel-set in 14K white gold. The band is crafted to pair with her matching engagement ring (sold separately). The ring has a total diamond weight of 1/3 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
