Group ID,URL,Title,H1,Meta Description
REPORT DESCRIPTION,DUPLICATE Meta DescriptionS REPORT: Pages where only the Meta Description matches (excluding all previous reports),,,
,,,,
4,https://www.kay.com/previously-owned-multistone-diamond-engagement-ring-112-ct-tw-roundcut-14k-white-gold/p/V-881488908,Previously Owned Multi-Stone Diamond Engagement Ring 1-1/2 ct tw Round-cut 14K White Gold | Kay,Previously Owned Multi-Stone Diamond Engagement Ring 1-1/2 ct tw Round-cut 14K White Gold,"Round diamonds come together to create a fabulous look in this engagement ring for her. Additional round diamonds frame the center in brilliance and form three rows on either side. Fashioned in 14K white gold, the ring has a total diamond weight of 1 1/2 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
5,https://www.kay.com/previously-owned-ever-us-twostone-anniversary-ring-212-ct-tw-diamonds-14k-white-gold-size-95/p/V-884007903,Previously Owned Ever Us Two-Stone Anniversary Ring 2-1/2 ct tw Diamonds 14K White Gold - Size 9.5 | Kay,Previously Owned Ever Us Two-Stone Anniversary Ring 2-1/2 ct tw Diamonds 14K White Gold - Size 9.5,"Two round diamonds cap curves of 14K white gold in this extraordinary two-stone ring for her. Additional round diamonds decorate the band, bringing the total diamond weight to 2 1/2 carats. From the Ever Us collection. One diamond for your best friend. One diamond for your true love. Ever Us products may be protected by one or more patents or patents pending: everus.com/ip Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
5,https://www.kay.com/previously-owned-ever-us-twostone-ring-212-ct-tw-roundcut-diamonds-14k-white-gold/p/V-882436708,Previously Owned Ever Us Two-Stone Ring 2-1/2 ct tw Round-cut Diamonds 14K White Gold | Kay,Previously Owned Ever Us Two-Stone Ring 2-1/2 ct tw Round-cut Diamonds 14K White Gold,"Two round diamonds cap curves of 14K white gold in this extraordinary two-stone ring for her. Additional round diamonds decorate the band, bringing the total diamond weight to 2 1/2 carats. From the Ever Us collection. One diamond for your best friend. One diamond for your true love. Ever Us products may be protected by one or more patents or patents pending: everus.com/ip Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
5,https://www.kay.com/previously-owned-ever-us-twostone-anniversary-ring-212-ct-tw-roundcut-diamonds-14k-white-gold/p/V-883974608,Previously Owned Ever Us Two-Stone Anniversary Ring 2-1/2 ct tw Round-cut Diamonds 14K White Gold | Kay,Previously Owned Ever Us Two-Stone Anniversary Ring 2-1/2 ct tw Round-cut Diamonds 14K White Gold,"Two round diamonds cap curves of 14K white gold in this extraordinary two-stone ring for her. Additional round diamonds decorate the band, bringing the total diamond weight to 2 1/2 carats. From the Ever Us collection. One diamond for your best friend. One diamond for your true love. Ever Us products may be protected by one or more patents or patents pending: everus.com/ip Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
6,https://www.kay.com/previously-owned-diamond-bridal-set-2-ct-tw-princess-roundcut-14k-white-gold-size-12/p/V-883199109,Previously Owned Diamond Bridal Set 2 ct tw Princess & Round-cut 14K White Gold - Size 12 | Kay,Previously Owned Diamond Bridal Set 2 ct tw Princess & Round-cut 14K White Gold - Size 12,"A quartet of princess-cut diamonds encircled with round diamonds forms the brilliant center of this alluring engagement ring for her. Two rows of round diamonds create the band, while additional diamonds line the contoured wedding band to complete the look. The rings are fashioned of 14K white gold and have a total diamond weight of 2 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
6,https://www.kay.com/previously-owned-diamond-bridal-set-2-ct-tw-princess-roundcut-14k-white-gold/p/V-881976207,Previously Owned Diamond Bridal Set 2 ct tw Princess & Round-Cut 14K White Gold | Kay,Previously Owned Diamond Bridal Set 2 ct tw Princess & Round-Cut 14K White Gold,"A quartet of princess-cut diamonds encircled with round diamonds forms the brilliant center of this alluring engagement ring for her. Two rows of round diamonds create the band, while additional diamonds line the contoured wedding band to complete the look. The rings are fashioned of 14K white gold and have a total diamond weight of 2 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
7,https://www.kay.com/previously-owned-neil-lane-wedding-band-13-ct-tw-roundcut-diamonds-14k-white-gold-size-4/p/V-883474102,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 4 | Kay,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 4,"A row of round diamonds contours in the center of this Neil Lane Bridal® wedding band to accommodate the matching engagement ring (sold separately). The ring, with a total diamond weight of 1/3 carat, is crafted from 14K white gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
7,https://www.kay.com/previously-owned-neil-lane-wedding-band-13-ct-tw-roundcut-diamonds-14k-white-gold-size-975/p/V-883180806,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 9.75 | Kay,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 9.75,"A row of round diamonds contours in the center of this Neil Lane Bridal® wedding band to accommodate the matching engagement ring (sold separately). The ring, with a total diamond weight of 1/3 carat, is crafted from 14K white gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
8,https://www.kay.com/previously-owned-ring-115-ct-tw-diamonds-14k-yellow-gold/p/V-881512002,Previously Owned Ring 1-1/5 ct tw Diamonds 14K Yellow Gold | Kay,Previously Owned Ring 1-1/5 ct tw Diamonds 14K Yellow Gold,A row of stunning channel-set round diamonds creates undeniable style in this wedding band for her. A total weight of 1 1/5 carats of diamonds is set in the band of 14K yellow gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
8,https://www.kay.com/previously-owned-wedding-band-115-ct-tw-roundcut-diamonds-14k-yellow-gold-size-1075/p/V-883897908,Previously Owned Wedding Band 1-1/5 ct tw Round-cut Diamonds 14K Yellow Gold - Size 10.75 | Kay,Previously Owned Wedding Band 1-1/5 ct tw Round-cut Diamonds 14K Yellow Gold - Size 10.75,A row of stunning channel-set round diamonds creates undeniable style in this wedding band for her. A total weight of 1 1/5 carats of diamonds is set in the band of 14K yellow gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
8,https://www.kay.com/previously-owned-wedding-band-115-ct-tw-roundcut-diamonds-14k-yellow-gold-size-1025/p/V-883374100,Previously Owned Wedding Band 1-1/5 ct tw Round-cut Diamonds 14K Yellow Gold - Size 10.25 | Kay,Previously Owned Wedding Band 1-1/5 ct tw Round-cut Diamonds 14K Yellow Gold - Size 10.25,A row of stunning channel-set round diamonds creates undeniable style in this wedding band for her. A total weight of 1 1/5 carats of diamonds is set in the band of 14K yellow gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
9,https://www.kay.com/previously-owned-neil-lane-engagement-ring-78-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-9/p/V-883172809,Previously Owned Neil Lane Engagement Ring 7/8 ct tw Princess & Round-cut Diamonds 14K White Gold Size 9 | Kay,Previously Owned Neil Lane Engagement Ring 7/8 ct tw Princess & Round-cut Diamonds 14K White Gold Size 9,A princess-cut diamond takes center stage in this previously owned dramatic engagement ring for her from the Neil Lane Bridal® collection. A supporting cast of round diamonds frames the center and lines the band of 14K white gold for a design worthy of applause. The ring has a total diamond weight of 7/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
9,https://www.kay.com/previously-owned-neil-lane-engagement-ring-78-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-4/p/V-883919906,Previously Owned Neil Lane Engagement Ring 7/8 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 4 | Kay,Previously Owned Neil Lane Engagement Ring 7/8 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 4,A princess-cut diamond takes center stage in this previously owned dramatic engagement ring for her from the Neil Lane Bridal® collection. A supporting cast of round diamonds frames the center and lines the band of 14K white gold for a design worthy of applause. The ring has a total diamond weight of 7/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
9,https://www.kay.com/previously-owned-neil-lane-engagement-ring-78-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-10/p/V-883171201,Previously Owned Neil Lane Engagement Ring 7/8 ct tw Princess & Round-cut Diamonds 14K White Gold Size 10 | Kay,Previously Owned Neil Lane Engagement Ring 7/8 ct tw Princess & Round-cut Diamonds 14K White Gold Size 10,A princess-cut diamond takes center stage in this previously owned dramatic engagement ring for her from the Neil Lane Bridal® collection. A supporting cast of round diamonds frames the center and lines the band of 14K white gold for a design worthy of applause. The ring has a total diamond weight of 7/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
10,https://www.kay.com/previously-owned-heart-promise-ring-110-ct-tw-diamonds-sterling-silver-size-11/p/V-882114806,Previously Owned Heart Promise Ring 1/10 ct tw Diamonds Sterling Silver - Size 11 | Kay,Previously Owned Heart Promise Ring 1/10 ct tw Diamonds Sterling Silver - Size 11,This lovely promise ring for her features a sterling silver heart decorated in twinkling round diamonds. The ring has a total diamond weight of 1/10 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
10,https://www.kay.com/previously-owned-heart-promise-ring-110-ct-tw-roundcut-diamonds-sterling-silver-size-375/p/V-883738306,Previously Owned Heart Promise Ring 1/10 ct tw Round-cut Diamonds Sterling Silver - Size 3.75 | Kay,Previously Owned Heart Promise Ring 1/10 ct tw Round-cut Diamonds Sterling Silver - Size 3.75,This lovely promise ring for her features a sterling silver heart decorated in twinkling round diamonds. The ring has a total diamond weight of 1/10 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
10,https://www.kay.com/previously-owned-heart-promise-ring-110-ct-tw-roundcut-diamonds-sterling-silver-size-5/p/V-883015505,Previously Owned Heart Promise Ring 1/10 ct tw Round-cut Diamonds Sterling Silver - Size 5 | Kay,Previously Owned Heart Promise Ring 1/10 ct tw Round-cut Diamonds Sterling Silver - Size 5,This lovely promise ring for her features a sterling silver heart decorated in twinkling round diamonds. The ring has a total diamond weight of 1/10 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
10,https://www.kay.com/previously-owned-heart-promise-ring-110-ct-tw-roundcut-diamonds-sterling-silver-size-65/p/V-883551208,Previously Owned Heart Promise Ring 1/10 ct tw Round-cut Diamonds Sterling Silver - Size 6.5 | Kay,Previously Owned Heart Promise Ring 1/10 ct tw Round-cut Diamonds Sterling Silver - Size 6.5,This lovely promise ring for her features a sterling silver heart decorated in twinkling round diamonds. The ring has a total diamond weight of 1/10 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-wedding-band-16-ct-tw-roundcut-14k-white-gold-size-1125/p/V-883102206,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 11.25 | Kay,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 11.25,Contoured to fit alongside her matching engagement ring (sold separately) this enchanting wedding band is decorated in round diamonds and milgrain detailing. The ring has a total diamond weight of 1/6 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-wedding-band-16-ct-tw-roundcut-14k-white-gold-size-1025/p/V-883848208,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 10.25 | Kay,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 10.25,Contoured to fit alongside her matching engagement ring (sold separately) this enchanting wedding band is decorated in round diamonds and milgrain detailing. The ring has a total diamond weight of 1/6 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-wedding-band-16-ct-tw-roundcut-14k-white-gold-size-85/p/V-883848501,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 8.5 | Kay,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 8.5,Contoured to fit alongside her matching engagement ring (sold separately) this enchanting wedding band is decorated in round diamonds and milgrain detailing. The ring has a total diamond weight of 1/6 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-wedding-band-16-ct-tw-roundcut-14k-white-gold-size-975/p/V-883848602,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 9.75 | Kay,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 9.75,Contoured to fit alongside her matching engagement ring (sold separately) this enchanting wedding band is decorated in round diamonds and milgrain detailing. The ring has a total diamond weight of 1/6 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-wedding-band-16-ct-tw-roundcut-14k-white-gold-size-105/p/V-883102004,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 10.5 | Kay,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 10.5,Contoured to fit alongside her matching engagement ring (sold separately) this enchanting wedding band is decorated in round diamonds and milgrain detailing. The ring has a total diamond weight of 1/6 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
11,https://www.kay.com/previously-owned-diamond-wedding-band-16-ct-tw-roundcut-14k-white-gold-size-11/p/V-883102105,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 11 | Kay,Previously Owned Diamond Wedding Band 1/6 ct tw Round-cut 14K White Gold - Size 11,Contoured to fit alongside her matching engagement ring (sold separately) this enchanting wedding band is decorated in round diamonds and milgrain detailing. The ring has a total diamond weight of 1/6 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
12,https://www.kay.com/previously-owned-neil-lane-wedding-band-13-ct-tw-roundcut-diamonds-14k-white-gold-size-875/p/V-884418409,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 8.75 | Kay,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 8.75,"Classically elegant, this wedding band for her from Neil Lane Bridal® features twinkling round diamonds set in 14K white gold. The ring is contoured to fit alongside the matching engagement ring, sold separately. The ring has a total diamond weight of 1/3 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
12,https://www.kay.com/previously-owned-neil-lane-wedding-band-13-ct-tw-diamonds-14k-white-gold-size-85/p/V-883481905,Previously Owned Neil Lane Wedding Band 1/3 ct tw Diamonds 14K White Gold - Size 8.5 | Kay,Previously Owned Neil Lane Wedding Band 1/3 ct tw Diamonds 14K White Gold - Size 8.5,"Classically elegant, this wedding band for her from Neil Lane Bridal® features twinkling round diamonds set in 14K white gold. The ring is contoured to fit alongside the matching engagement ring, sold separately. The ring has a total diamond weight of 1/3 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
12,https://www.kay.com/previously-owned-neil-lane-wedding-band-13-ct-tw-roundcut-diamonds-14k-white-gold-size-825/p/V-883186304,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 8.25 | Kay,Previously Owned Neil Lane Wedding Band 1/3 ct tw Round-cut Diamonds 14K White Gold - Size 8.25,"Classically elegant, this wedding band for her from Neil Lane Bridal® features twinkling round diamonds set in 14K white gold. The ring is contoured to fit alongside the matching engagement ring, sold separately. The ring has a total diamond weight of 1/3 carat. Available online while supplies last. Previously Owned Jewelry are not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
13,https://www.kay.com/previously-owned-diamond-promise-ring-115-ct-tw-roundcut-sterling-silver-size-425/p/V-883743700,Previously Owned Diamond Promise Ring 1/15 ct tw Round-cut Sterling Silver - Size 4.25 | Kay,Previously Owned Diamond Promise Ring 1/15 ct tw Round-cut Sterling Silver - Size 4.25,"Featuring precious hearts on its profile and three sparkling diamonds, this ring is a stylish accessory for her or the perfect reminder of a promise made. The ring is crafted of sterling silver and has a total diamond weight of 1/15 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
13,https://www.kay.com/previously-owned-diamond-promise-ring-115-ct-tw-roundcut-sterling-silver-size-4/p/V-883743609,Previously Owned Diamond Promise Ring 1/15 ct tw Round-cut Sterling Silver - Size 4 | Kay,Previously Owned Diamond Promise Ring 1/15 ct tw Round-cut Sterling Silver - Size 4,"Featuring precious hearts on its profile and three sparkling diamonds, this ring is a stylish accessory for her or the perfect reminder of a promise made. The ring is crafted of sterling silver and has a total diamond weight of 1/15 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
14,https://www.kay.com/previously-owned-neil-lane-engagement-ring-1-ct-tw-diamonds-14k-white-gold-size-13/p/V-884012509,Previously Owned Neil Lane Engagement Ring 1 ct tw Diamonds 14K White Gold - Size 13 | Kay,Previously Owned Neil Lane Engagement Ring 1 ct tw Diamonds 14K White Gold - Size 13,"Designs by Neil Lane pay homage to Hollywood's glamorous past, yet are perfect contemporary choices. A ravishing princess-cut diamond sparkles in a frame of round diamonds, as additional round diamonds twist along the 14K white gold band of this diamond engagement ring for her. Each Neil Lane Bridal® diamond ring is hand-crafted and undergoes a four-step polishing process, which gives the ring its beautiful shine and luster. This diamond ring has a total diamond weight of 1 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
14,https://www.kay.com/previously-owned-neil-lane-engagement-ring-1-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-375/p/V-882505605,Previously Owned Neil Lane Engagement Ring 1 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 3.75 | Kay,Previously Owned Neil Lane Engagement Ring 1 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 3.75,"Designs by Neil Lane pay homage to Hollywood's glamorous past, yet are perfect contemporary choices. A ravishing princess-cut diamond sparkles in a frame of round diamonds, as additional round diamonds twist along the 14K white gold band of this diamond engagement ring for her. Each Neil Lane Bridal® diamond ring is hand-crafted and undergoes a four-step polishing process, which gives the ring its beautiful shine and luster. This diamond ring has a total diamond weight of 1 carat. Available online while supplies last. Previously Owned Jewelry is not eligible for in-store pick-up. Previously Owned Jewelry may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
